SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500650,EXCEL INDUST,A ,Q,1069.95,1107.30,1012.55,1043.75,1032.70,1028.40,1291,12531,13394420.00,
500655,GARWARE POLY,X ,Q,753.00,792.00,727.60,734.15,731.15,767.65,1128,36683,27618643.00,
500660,GLAXOSMITH  ,A ,Q,1470.00,1475.25,1450.95,1467.20,1468.10,1463.50,646,3702,5418156.00,
500670,GUJ.NARMADA ,A ,Q,374.50,375.95,365.20,367.60,367.60,374.50,1608,80088,29557518.00,
500672,NOVARTIS    ,A ,Q,653.00,656.20,647.00,649.45,651.00,647.15,113,1732,1128104.00,
500674,SANOFI      ,A ,Q,7715.00,7768.80,7679.30,7759.25,7745.00,7696.90,510,2011,15529605.00,
500680,PFIZER LTD. ,A ,Q,5380.00,5403.60,5317.00,5330.75,5323.00,5324.15,695,3173,16992081.00,
500690,GUJ.ST.FERT ,A ,Q,101.45,105.70,100.40,103.95,103.95,100.50,3264,327372,33870510.00,
500696,HIND UNI LT ,A ,Q,2391.00,2423.85,2391.00,2413.00,2413.00,2389.05,3437,77835,187556614.00,
500710,AKZOINDIA   ,A ,Q,2221.45,2222.70,2195.15,2205.15,2207.65,2193.95,309,1674,3699008.00,
500730,NOCIL LTD   ,A ,Q,190.00,193.00,186.00,187.05,187.05,189.75,1473,60556,11445836.00,
500770,TATA CHEM.  ,A ,Q,680.00,692.50,677.00,680.00,680.00,676.35,9258,395552,270814433.00,
500777,T.P.L.      ,B ,Q,84.85,86.40,81.10,83.55,83.55,84.85,1685,202654,17067230.00,
500780,ZUARIGLOB   ,B ,Q,84.30,84.50,79.00,79.65,79.65,80.70,411,20584,1678746.00,
500790,NESTLE (I)  ,A ,Q,16780.00,16795.00,16660.10,16753.55,16753.55,16727.00,1036,2470,41354617.00,
500800,TATACONSUM  ,A ,Q,635.00,641.90,614.25,629.00,629.00,653.40,44590,1037484,648021081.00,
500820,ASIAN PAINTS,A ,Q,2545.25,2590.60,2542.15,2551.50,2551.50,2548.85,2036,28383,72751536.00,
500825,BRITANIA IND,A ,Q,3455.00,3476.10,3452.65,3460.60,3462.00,3450.25,847,7226,25024368.00,
500830,COLGATE PALM,A ,Q,1509.55,1517.35,1499.45,1509.95,1509.95,1503.85,1800,39333,59311052.00,
500840,EIH LTD.    ,A ,Q,90.00,91.30,88.85,90.10,89.85,90.00,889,55702,5012762.00,
500850,INDIAN HOTEL,A ,Q,112.95,113.15,110.85,112.55,112.55,112.55,1470,116634,13070861.00,
500870,CASTROL     ,A ,Q,125.90,128.00,124.75,125.65,125.65,125.35,1365,103988,13144960.00,
500875,ITC LTD.    ,A ,Q,202.75,206.40,202.75,205.35,205.35,202.75,19313,1727306,354781358.00,
500877,APOLLO TYRES,A ,Q,214.00,216.00,209.50,213.95,213.95,213.55,2715,326154,69252948.00,
500878,CEAT LIMITED,A ,Q,1340.00,1340.00,1280.25,1285.80,1285.80,1341.20,4445,48060,62491400.00,
500890,MODI RUBBER ,T ,Q,74.60,77.95,73.80,75.00,75.00,77.65,27,1279,96314.00,
500940,FINOLEX IND.,A ,Q,160.80,160.80,155.50,156.20,156.35,157.50,1400,67442,10603390.00,
501111,GOLDROCK INV,XT,Q,10.50,10.50,10.50,10.50,10.50,10.00,1,3000,31500.00,
501148,DALAL ST INV,XT,Q,249.90,249.90,249.90,249.90,249.90,245.00,6,45,11245.00,
501150,CENTRUM CAP ,B ,Q,30.50,31.00,29.60,30.35,30.30,30.20,916,211597,6463323.00,
501242,TCI FINANCE ,B ,Q,4.85,5.00,4.85,5.00,5.00,5.05,9,3320,16476.00,
501298,INDUS.&PRUD.,X ,Q,1178.95,1180.00,1156.00,1156.00,1156.00,1150.00,8,124,143954.00,
501301,TATA INVEST.,A ,Q,1053.10,1056.95,1040.30,1044.45,1042.35,1054.35,334,2238,2346866.00,
501314,PRISMX      ,X ,Q,74.95,76.00,73.50,73.50,73.50,74.95,52,7830,582866.00,
501343,MOTOR&GEN.FI,B ,Q,20.90,20.90,19.80,20.75,20.75,20.10,4,357,7273.00,
501370,WALCHAND PF ,X ,Q,54.00,59.00,54.00,58.00,58.00,59.85,12,285,16309.00,
501423,SHA ENG PLA ,X ,Q,1206.00,1239.95,1200.00,1217.70,1208.00,1234.85,104,1144,1383666.00,
501425,BOM.BURMAH  ,A ,Q,1151.05,1164.80,1138.60,1146.55,1146.55,1165.45,613,7672,8832849.00,
501430,BOM.CYCLE   ,X ,Q,492.60,502.50,481.15,482.05,482.05,502.65,32,246,120813.00,
501455,GREAVES COTT,A ,Q,145.90,145.90,136.20,136.75,136.75,144.75,2371,201998,28295756.00,
501477,MULLER & PHI,XT,Q,89.35,89.35,89.35,89.35,89.35,87.65,3,208,18584.00,
501622,AMALGAMATED ,XT,Q,15.20,15.20,15.20,15.20,15.20,15.95,6,256,3891.00,
501700,INDIA NIVEH ,X ,Q,10.95,11.99,10.95,11.96,11.96,11.49,10,559,6342.00,
501831,COAST CORP  ,X ,Q,171.85,174.40,170.00,171.00,170.25,171.60,213,32305,5520600.00,
501833,CHOWGULE ST ,XT,Q,5.20,5.20,4.76,5.20,5.20,4.96,15,5380,27372.00,
501848,GLOBAL OFFS ,X ,Q,5.85,6.02,5.56,5.99,6.02,5.85,116,27357,156926.00,
501945,DHENUBUILD  ,X ,Q,2.25,2.25,2.25,2.25,2.25,2.21,3,51,114.00,
502015,ASIIL       ,XT,Q,30.45,31.80,29.25,30.25,31.00,30.30,174,78929,2394044.00,
502090,SAGAR CEM.  ,A ,Q,742.95,775.00,741.05,772.30,766.35,741.20,399,3507,2686495.00,
502137,DECAN CEMENT,B ,Q,443.65,447.95,432.00,435.70,433.00,439.65,395,5092,2237774.00,
502157,MANGALAM CEM,A ,Q,282.05,283.20,277.00,277.65,277.00,278.55,152,2423,679349.00,
502168,N C L IND.  ,A ,Q,183.35,183.50,180.00,180.35,180.00,181.65,559,19374,3514696.00,
502175,SAURAS.CEM. ,X ,Q,66.00,66.60,64.65,65.75,65.75,65.15,231,41868,2752262.00,
502180,SRI DIGV CEM,B ,Q,70.00,71.85,69.00,70.65,70.65,69.60,957,101092,7131849.00,
502219,BORORENEW   ,A ,Q,248.00,261.85,248.00,253.30,253.30,247.95,5148,155534,39721180.00,
502281,TRIVENI GLAS,X ,Q,6.23,6.23,5.60,6.09,6.09,5.67,25,12514,76867.00,
502294,NILACHAL REF,X ,Q,29.80,30.70,29.80,29.80,29.80,29.80,3,16,480.00,
502330,ANDPAPER    ,B ,Q,228.00,235.00,224.65,227.45,227.45,225.50,219,2418,553891.00,
502355,BALKRISH IND,A ,Q,1845.00,1845.00,1804.00,1832.85,1824.60,1823.90,822,11945,21782449.00,
502420,ORIENT PAPER,B ,Q,25.05,28.00,25.00,27.90,27.50,25.05,1593,491272,13422771.00,
502445,CITADEL     ,X ,Q,8.99,9.29,8.25,8.99,8.99,9.00,17,929,8088.00,
502448,ROLLATAINER ,B ,Q,3.07,3.07,2.86,3.05,3.07,2.99,25,10005,29827.00,
502450,SESHA.PAPER ,A ,Q,164.00,169.80,161.50,162.60,162.60,163.05,343,6848,1138406.00,
502460,SOLID CONT. ,X ,Q,32.50,32.50,32.50,32.50,32.50,31.75,1,500,16250.00,
502587,NATHIND     ,X ,Q,78.00,81.90,76.50,80.60,80.60,78.95,60,14193,1134656.00,
502742,SINTEX IND. ,B ,Q,3.37,3.46,3.30,3.37,3.37,3.40,599,589931,1981774.00,
502820,DCM LTD.    ,B ,Q,29.00,29.00,26.55,27.00,26.95,26.85,86,3461,93644.00,
502865,FORBES & CO ,B ,Q,1685.00,1696.00,1635.00,1659.20,1655.00,1702.30,81,981,1622561.00,
502873,H.P.COTTON  ,X ,Q,45.00,46.85,43.30,45.60,46.00,43.85,69,15942,724343.00,
502893,UNITEDINT   ,XT,Q,20.90,21.90,20.90,21.90,21.90,20.90,3,15,323.00,
502901,JAMSHRI     ,X ,Q,1900.00,2030.00,1876.00,1968.15,1955.00,1946.75,12,14,27331.00,
502937,KESORAM IND ,B ,Q,71.20,83.30,71.20,78.35,78.35,73.00,2915,360576,28406562.00,
502958,LAKSHMI MILL,X ,Q,2410.00,2410.00,2313.00,2334.90,2315.00,2410.00,27,180,419251.00,
502986,VARDH TEXT  ,A ,Q,1290.00,1290.00,1245.00,1250.40,1245.00,1269.95,351,2089,2649816.00,
503015,MODERN INDIA,X ,Q,46.00,46.95,44.75,45.00,45.00,46.00,34,5445,245127.00,
503031,PENLAND LTD ,T ,Q,7.12,7.18,6.90,7.04,7.09,7.10,98,33680,236719.00,
503100,PHOENIX MILL,A ,Q,761.90,770.00,756.20,763.70,762.90,757.20,95,731,556427.00,
503101,MARATHON NEX,B ,Q,49.10,50.00,47.10,48.95,48.90,48.10,406,6443,313666.00,
503162,REL.CHEMOTX ,X ,Q,88.00,92.00,88.00,89.40,89.30,89.25,141,6893,622401.00,
503169,RUBY MILLS  ,B ,Q,177.60,207.00,177.60,191.30,185.30,177.00,1762,11050,2174432.00,
503310,SWAN ENG    ,A ,Q,132.05,132.55,128.60,129.75,129.75,130.25,2309,58724,7712186.00,
503349,VICTORIA MIL,X ,Q,1770.00,1856.50,1770.00,1846.30,1846.30,1801.00,15,83,150363.00,
503624,SVARAJ TRAD ,XT,Q,4.90,4.90,4.44,4.45,4.45,4.67,15,4027,17884.00,
503641,ZODIAC VEN  ,XT,Q,8.69,8.69,8.40,8.43,8.40,8.52,31,100892,859783.00,
503657,VEER ENERGY ,X ,Q,7.80,8.18,7.72,7.89,7.99,7.92,60,12863,101330.00,
503663,TILAK       ,X ,Q,2.54,2.54,2.45,2.46,2.46,2.45,26,10686,26273.00,
503675,WAGEND      ,X ,Q,2.62,2.62,2.62,2.62,2.62,2.62,4,155,406.00,
503691,SAHARA ONE  ,X ,Q,36.55,36.55,33.15,34.35,34.95,34.85,28,384,13397.00,
503722,BANSW.SYNTEX,B ,Q,112.90,118.50,112.00,115.65,116.00,109.90,512,15926,1852205.00,
503776,MODIPON     ,X ,Q,24.00,24.00,22.75,22.75,22.75,23.90,5,320,7482.00,
503804,SHRI DINESH ,X ,Q,440.05,454.90,435.05,450.85,453.90,446.75,40,2399,1069627.00,
503806,SRF LIMITED ,A ,Q,6820.00,6820.00,6226.00,6276.00,6276.00,6861.65,6869,44631,284061320.00,
503811,SIYARAM SILK,B ,Q,212.00,214.00,209.00,210.80,210.10,212.20,266,2558,542521.00,
503960,BHARAT BIJLE,A ,Q,1143.50,1164.30,1117.10,1121.35,1119.20,1126.70,389,1896,2149778.00,
504000,ELPRO INTER ,X ,Q,38.75,39.95,38.20,39.80,39.80,39.55,52,7199,284670.00,
504008,EMCO LTD.   ,Z ,Q,1.50,1.50,1.38,1.43,1.43,1.45,14,7743,11280.00,
504028,GEE LTD     ,X ,Q,41.95,43.00,40.50,42.70,42.55,40.05,230,127616,5297567.00,
504036,HIND.RECT   ,B ,Q,132.95,132.95,126.10,128.00,129.35,130.80,191,4862,635165.00,
504058,NIPPOBATRY  ,B ,Q,835.00,855.00,814.30,825.65,830.05,824.60,178,1138,940679.00,
504067,ZENSAR TECH.,A ,Q,282.00,285.60,267.85,269.15,269.00,268.90,1860,46940,12807478.00,
504076,JYOTI LTD.  ,X ,Q,10.50,11.25,10.50,11.00,11.00,11.00,26,878,9419.00,
504080,JSL LTD.    ,XT,Q,111.20,111.20,111.20,111.20,111.20,109.00,1,21,2335.00,
504084,KAYCEE IND  ,X ,Q,2911.00,2911.00,2911.00,2911.00,2911.00,2865.00,1,1,2911.00,
504092,INDOKEM LTD.,X ,Q,37.35,39.90,36.75,36.90,36.90,38.65,87,14834,551337.00,
504093,PANA ENERG  ,X ,Q,213.00,214.95,209.15,213.80,213.80,208.40,133,4670,993849.00,
504112,NELCO LTD.  ,A ,Q,201.60,202.50,198.30,199.40,199.10,199.65,427,8505,1702820.00,
504132,PERM MAGNETS,X ,Q,294.00,294.00,274.85,278.00,278.00,285.10,295,4976,1398432.00,
504176,HIGH ENERGY ,X ,Q,773.85,780.00,753.05,767.00,767.00,762.50,69,925,713003.00,
504180,STD.BATTERY ,X ,Q,35.75,35.75,35.75,35.75,35.75,36.45,22,374,13370.00,
504212,UNIV.CABLE  ,B ,Q,171.80,171.80,156.90,158.60,158.55,165.85,973,21758,3545881.00,
504220,W.S.INDUSTR.,T ,Q,4.50,4.50,4.50,4.50,4.50,4.29,1,1,4.00,
504240,DELTON CABLE,X ,Q,41.00,42.10,38.90,40.10,40.10,40.70,58,2149,86218.00,
504258,LAKSHMI ELEC,X ,Q,309.00,309.00,301.00,307.30,308.95,302.05,27,700,212912.00,
504273,MODULEX     ,X ,Q,13.59,13.60,12.11,13.32,13.00,12.37,203,62880,840194.00,
504286,DELTAMAGNT  ,B ,Q,29.35,29.65,28.60,28.60,28.60,29.00,20,2388,69387.00,
504335,PAZEL       ,XT,Q,0.22,0.24,0.22,0.23,0.23,0.23,208,391655,87359.00,
504341,RELTD       ,X ,Q,33.95,33.95,30.50,32.00,32.00,32.05,22,1010,32617.00,
504378,NYSSACORP   ,XT,Q,5.32,5.32,5.32,5.32,5.32,5.42,76,9361,49800.00,
504380,FLOMIC      ,XT,Q,7.06,7.06,7.06,7.06,7.06,6.93,1,4,28.00,
504392,KRISHNA VEN ,XT,Q,11.80,11.80,11.80,11.80,11.80,11.80,7,7,82.00,
504605,UNI ABEX    ,X ,Q,419.90,425.00,412.50,415.75,415.15,413.50,10,102,42984.00,
504614,SARDA ENMIN ,B ,Q,597.35,603.90,569.65,578.60,578.60,588.60,857,16241,9498243.00,
504646,BHAGWATI AUT,X ,Q,152.25,152.25,140.50,151.70,151.90,145.00,32,600,90245.00,
504673,UNIV.PRIME  ,XT,Q,3.16,3.20,3.16,3.20,3.20,3.16,3,1596,5047.00,
504697,GALADA TELE.,Z ,Q,1.14,1.14,1.10,1.10,1.10,1.14,7,2309,2590.00,
504741,IND.HUME PIP,A ,Q,178.40,178.40,173.20,174.35,173.65,174.60,132,3724,650298.00,
504786,INVEST &PREC,X ,Q,230.20,240.00,230.00,232.05,230.00,234.85,65,5355,1265587.00,
504810,INFORMEDTEC ,X ,Q,27.55,27.55,27.55,27.55,27.55,29.00,5,241,6639.00,
504840,KAIRA CAN CO,X ,Q,1100.05,1195.50,1100.05,1195.50,1195.50,1148.90,5,16,18214.00,
504879,ORIENT ABRAS,B ,Q,27.10,27.50,26.40,26.55,26.80,25.30,702,82382,2228366.00,
504882,NATIONAL STD,X ,Q,605.95,605.95,548.30,589.95,589.95,577.15,18,66,37591.00,
504908,DUNCANENG   ,X ,Q,129.40,130.00,120.70,125.15,125.15,116.55,83,1682,213762.00,
504918,SANDUR MANG.,X ,Q,1492.00,1554.00,1461.00,1543.10,1543.10,1473.30,1149,26758,40566237.00,
504959,STOVAC IND. ,X ,Q,1870.00,1875.00,1801.50,1825.80,1825.80,1825.35,83,437,795257.00,
504961,TATA YODOGAW,X ,Q,50.95,52.10,49.40,51.55,51.65,49.65,221,46592,2376795.00,
504966,TINPLATE    ,A ,Q,214.90,233.90,213.35,226.75,226.75,213.20,5276,354019,80667892.00,
504973,CHOLAHLDNG  ,A ,Q,579.80,582.00,571.55,574.20,573.65,574.20,150,973,560884.00,
504988,WELCAST     ,X ,Q,431.50,506.00,431.50,496.50,506.00,460.00,43,655,322901.00,
505010,AUTO AXLES  ,A ,Q,1069.75,1069.75,1027.30,1050.25,1048.75,1061.60,253,793,831431.00,
505036,AUTO COR.GOA,X ,Q,393.40,415.70,393.40,410.50,415.00,396.40,101,4047,1653591.00,
505075,SETCO AUTO  ,B ,Q,18.20,19.90,17.35,19.10,19.10,18.15,500,146512,2782181.00,
505141,SCOOTERS IND,T ,Q,35.65,35.70,33.50,34.95,34.95,34.30,20,624,21580.00,
505160,TALBROS AUTO,B ,Q,207.50,210.60,199.00,202.75,202.75,206.40,412,4698,954708.00,
505163,ZF STEERING ,X ,Q,412.00,424.50,406.20,419.40,418.00,414.65,153,5525,2294477.00,
505192,SMLISUZU    ,A ,Q,468.90,472.00,454.55,457.80,457.50,466.40,281,2748,1276084.00,
505196,TIL LTD.    ,B ,Q,221.05,221.05,207.20,212.40,210.90,216.70,369,2747,584094.00,
505200,EICHER MOTOR,A ,Q,2446.00,2454.05,2404.00,2416.95,2416.95,2440.70,1503,16295,39468171.00,
505216,ALFRED HERB ,X ,Q,672.40,672.40,580.85,654.50,654.00,611.30,13,87,56235.00,
505232,VELJAN      ,X ,Q,739.00,755.00,739.00,754.00,754.00,741.20,26,192,143766.00,
505242,DYNAMAT.TECH,B ,Q,1048.70,1059.05,1016.55,1019.75,1025.05,1040.55,90,269,279787.00,
505250,G.G.DANDEKAR,X ,Q,57.20,57.20,51.05,51.85,51.05,56.05,31,1654,86382.00,
505255,GMM PFAUDLER,A ,Q,4052.85,4105.00,4015.45,4038.85,4041.00,4064.40,1597,5655,22931621.00,
505283,KIRLOSAR PN ,X ,Q,355.00,375.00,347.10,355.05,349.20,349.75,476,46145,16491259.00,
505299,KPT         ,X ,Q,106.20,112.70,106.20,109.00,109.00,110.20,29,1623,175468.00,
505324,MANUGRAPH IN,B ,Q,10.84,11.00,10.71,10.76,10.76,10.80,14,209,2285.00,
505355,NESCO LTD   ,A ,Q,495.00,505.00,495.00,498.25,498.25,491.55,97,1366,682853.00,
505358,INTEGRA ENG ,X ,Q,30.05,30.45,29.50,29.85,29.55,30.05,45,18275,542695.00,
505368,REVATHI EQU.,B ,Q,545.00,564.00,543.65,563.45,563.45,550.40,95,393,216667.00,
505400,TEXINFRA    ,B ,Q,71.20,71.20,68.40,70.00,70.00,70.10,242,26325,1816061.00,
505412,WENDT(INDIA),B ,Q,3264.10,3299.00,3210.00,3215.75,3220.00,3280.80,76,124,402922.00,
505509,RESPON IND  ,A ,Q,157.35,163.70,155.95,158.85,158.85,155.25,62,13962,2203863.00,
505523,MAHA CORP   ,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,62,27878,13660.00,
505526,DOLAT INV.  ,B ,Q,63.90,67.85,63.70,66.60,66.60,63.65,714,48568,3211500.00,
505533,WESTLIFE DEV,A ,Q,432.70,439.75,425.10,426.00,425.10,432.90,327,4560,1964413.00,
505537,ZEE ENTER   ,A ,Q,184.00,190.70,181.45,186.05,186.05,182.25,12326,1504278,281484449.00,
505590,SVPGLOB     ,X ,Q,79.00,80.80,78.55,78.70,78.95,79.40,147,13242,1052191.00,
505650,SKYL MILLAR ,X ,Q,8.35,8.35,7.69,7.71,7.69,7.97,14,1373,11269.00,
505681,BIMETAL BEAR,X ,Q,304.95,304.95,285.00,287.10,287.10,292.00,39,702,201814.00,
505688,BHARAT GEARS,B ,Q,84.90,91.50,84.90,88.00,88.55,83.45,472,22762,2039001.00,
505690,BRADY MORRIS,X ,Q,80.65,80.65,78.20,80.60,78.20,80.65,2,33,2659.00,
505693,LATIMMETAL  ,X ,Q,58.60,58.60,56.50,58.60,58.60,53.30,44,10457,612061.00,
505700,ELECON ENG  ,B ,Q,92.60,93.55,90.10,91.25,90.90,91.90,706,39835,3672741.00,
505710,GRAUER& WEIL,X ,Q,45.35,53.75,44.55,52.85,52.85,44.95,12156,5356403,268757361.00,
505711,GAJRA BEVEL ,XT,Q,1.89,1.91,1.89,1.89,1.89,1.82,9,3251,6145.00,
505712,HIMTEK      ,X ,Q,74.50,79.50,74.50,74.55,74.55,74.15,28,6813,523073.00,
505714,GABRIEL(I)  ,A ,Q,106.90,107.00,105.00,105.25,105.70,105.80,523,25052,2655425.00,
505720,HERC.HOISTS ,B ,Q,118.55,125.50,117.45,120.75,121.00,117.50,913,27606,3389151.00,
505725,HIND.EVEREST,XT,Q,177.75,177.75,168.90,174.85,175.80,177.75,8,112,19757.00,
505726,IFB IND.LTD.,A ,Q,954.20,966.45,937.30,950.60,954.60,944.15,168,1074,1024573.00,
505729,SINGER INDIA,X ,Q,40.10,42.95,40.10,41.90,41.60,40.90,272,37946,1594417.00,
505737,INTER.COMBUS,X ,Q,180.05,189.50,180.00,181.10,181.05,180.85,11,413,74782.00,
505744,FED MOG GOE ,A ,Q,291.00,294.00,283.80,285.00,285.10,289.50,728,12087,3475812.00,
505750,JOSTS ENG.  ,X ,Q,690.00,765.50,690.00,765.50,765.50,637.95,232,6357,4621752.00,
505790,SCHAEFFLER  ,A ,Q,5103.45,5103.45,4970.00,4986.50,5000.00,5072.25,63,130,650802.00,
505800,RANE HOLDIN ,A ,Q,589.00,602.05,544.85,557.90,562.00,584.25,771,4764,2730311.00,
505827,SNL BEARINGS,X ,Q,199.45,199.45,185.50,194.20,195.95,190.40,34,950,180010.00,
505840,JAIPAN INDUS,XT,Q,8.40,9.19,8.40,8.83,8.80,8.78,27,1983,17413.00,
505850,MANCREDIT   ,X ,Q,59.80,60.95,59.10,59.50,59.50,59.20,223,41958,2533262.00,
505854,TRF LTD.    ,B ,Q,99.00,101.00,96.00,97.55,96.75,96.85,469,8999,881424.00,
505872,WPIL LTD.   ,X ,Q,662.75,662.75,640.00,646.55,650.00,633.40,125,2899,1865658.00,
505890,KENNAMETAL  ,A ,Q,1041.00,1042.00,1023.00,1029.20,1038.00,1025.90,92,230,238109.00,
505978,TRITON VALVE,X ,Q,884.00,910.00,884.00,894.80,894.00,903.55,27,162,145490.00,
506003,SUDAL INDUS ,XT,Q,4.47,4.47,4.13,4.45,4.45,4.26,22,3640,15925.00,
506022,PRAKASH IND.,A ,Q,88.10,93.25,86.30,90.90,90.90,88.25,2739,567954,50727860.00,
506074,ARSHIYA     ,B ,Q,31.35,31.35,28.90,29.65,29.70,29.90,80,13784,417032.00,
506076,GRIND NORTON,A ,Q,1048.00,1065.60,1036.00,1050.40,1055.00,1048.25,1322,11665,12223630.00,
506105,STANROSE MAF,X ,Q,87.75,87.75,72.30,80.85,80.50,84.40,63,3547,283815.00,
506109,GENESYS INT.,B ,Q,98.05,105.85,97.50,97.50,97.50,102.60,151,8135,800409.00,
506122,PANKAJPIYUS ,X ,Q,43.45,43.55,41.30,43.55,43.55,43.45,8,245,10382.00,
506128,PARNAXLAB   ,XT,Q,23.10,23.50,21.65,23.50,23.50,22.40,48,1809,41349.00,
506146,VISAGAR POL ,B ,Q,0.72,0.72,0.66,0.68,0.68,0.69,67,282268,192467.00,
506184,KANANI IND  ,B ,Q,3.96,4.21,3.96,4.20,4.20,4.20,9,760,3189.00,
506186,GCKL        ,XT,Q,15.30,15.30,15.30,15.30,15.30,14.60,1,1,15.00,
506194,ARIH SUPER  ,T ,Q,60.00,62.15,57.05,60.40,62.00,59.45,56,4186,252840.00,
506197,BLISSGVS PH ,A ,Q,104.50,112.10,104.20,111.30,111.30,103.85,7049,354227,38781103.00,
506222,INEOSSTYRO  ,B ,Q,1251.65,1270.00,1214.25,1222.20,1225.00,1231.50,741,6904,8565449.00,
506235,ALEMBIC LTD.,A ,Q,136.00,137.55,130.50,131.15,131.15,134.40,4411,459986,61403637.00,
506248,AMINES&PLAST,X ,Q,99.95,100.00,96.00,96.50,96.50,98.20,522,42938,4186302.00,
506260,ANUH PHARMA ,X ,Q,143.00,143.00,139.05,139.20,139.20,142.75,823,89665,12522847.00,
506261,MODISON MET.,B ,Q,58.00,60.80,58.00,60.00,60.00,58.20,580,41435,2465600.00,
506285,BAYER CROP  ,A ,Q,5341.00,5357.65,5300.00,5314.65,5300.00,5338.40,119,332,1768497.00,
506365,CHEMO PHARMA,XT,Q,26.90,28.25,26.90,28.25,28.25,28.30,20,610,16651.00,
506390,CLARI CHEM  ,A ,Q,429.60,455.70,428.10,446.00,447.00,423.20,2178,36309,16097700.00,
506395,COROM INTER ,A ,Q,725.10,734.55,725.10,729.50,728.30,729.80,592,180259,131510430.00,
506401,DEEPAK NITR.,A ,Q,1908.00,1919.10,1791.00,1803.10,1803.10,1890.25,13275,143021,262553328.00,
506405,DHARAMSI CHM,X ,Q,321.95,325.05,315.00,317.10,317.90,315.70,418,23868,7620685.00,
506414,FERMENTA    ,X ,Q,323.50,326.00,315.10,318.50,318.50,318.30,554,22889,7365166.00,
506480,GOCLCORP    ,B ,Q,199.00,203.65,196.60,197.05,196.60,201.15,69,860,169996.00,
506520,JAYSHRI CHEM,X ,Q,4.37,4.37,4.11,4.19,4.20,4.10,44,8760,37254.00,
506522,JL MORISON  ,X ,Q,1965.00,2024.80,1950.00,1950.00,1950.00,1919.00,3,3,5939.00,
506525,KANORIA CHEM,B ,Q,123.00,124.75,122.05,123.15,122.75,124.35,100,6387,787068.00,
506528,KELTECH EN. ,X ,Q,525.05,564.30,525.05,536.05,536.05,535.25,29,601,325158.00,
506532,NITTA GELA  ,X ,Q,191.10,206.00,187.00,201.60,201.60,187.65,902,66592,13296698.00,
506543,M.P.AGRO IND,XT,Q,3.65,3.65,3.51,3.51,3.51,3.69,14,863,3123.00,
506579,ORIENT.CARB.,A ,Q,920.00,936.00,904.40,913.80,910.95,912.30,167,1361,1247587.00,
506590,PHIL.CARBON ,A ,Q,204.00,206.65,202.00,203.25,203.25,203.25,2513,132461,27005945.00,
506597,AMAL PRODUCT,X ,Q,350.00,358.00,343.30,349.20,346.20,352.60,209,8909,3134917.00,
506605,POLYCHEM    ,X ,Q,499.00,499.00,496.95,496.95,497.00,485.85,4,41,20387.00,
506618,PUN.CHEM    ,B ,Q,1049.00,1123.00,1049.00,1071.00,1065.10,1038.70,289,6578,7021994.00,
506640,GUJCHEM DIST,XT,Q,92.95,92.95,86.00,86.00,86.00,90.25,4,50,4314.00,
506642,SADHANA NITR,X ,Q,40.05,40.05,40.05,40.05,40.05,38.15,141,61342,2456747.00,
506655,SUDARSH.CHEM,A ,Q,645.95,646.95,630.20,632.70,636.00,634.55,1117,26405,16854275.00,
506685,ULTRAMARINE ,X ,Q,387.00,405.00,387.00,400.60,400.60,389.85,1151,54579,21777093.00,
506687,TRANSPEK    ,X ,Q,1344.90,1384.00,1315.00,1344.95,1344.95,1330.40,736,24452,32535242.00,
506690,UNICHEM LAB ,A ,Q,332.80,335.65,328.25,330.35,330.35,329.95,722,11369,3765203.00,
506734,MYS PETRO   ,X ,Q,76.70,76.70,72.40,75.50,76.45,74.30,42,2799,208796.00,
506767,ALKYL AMINES,A ,Q,8199.95,8321.00,8030.25,8182.40,8182.40,8139.60,3456,9189,75098757.00,
506808,TUTIALKA    ,X ,Q,12.01,12.80,12.01,12.60,12.64,12.42,41,7033,87098.00,
506820,ASTRAZEN.PH.,A ,Q,3815.00,3885.65,3780.25,3809.90,3809.90,3816.40,1339,5135,19648781.00,
506852,PUN.ALKALI  ,X ,Q,105.00,106.80,100.00,106.80,106.80,101.75,600,110989,11682362.00,
506854,TANFAC IND. ,X ,Q,282.80,293.00,244.00,250.95,250.95,277.00,3560,221621,58808431.00,
506858,GUJ.PETRO   ,XT,Q,38.00,38.75,38.00,38.05,38.00,38.00,10,543,20850.00,
506863,SWADESHI IND,X ,Q,0.93,0.94,0.93,0.94,0.94,0.94,13,437,409.00,
506879,GUJ.THEMIS. ,X ,Q,257.00,269.90,250.20,262.30,262.30,254.50,734,42887,11270201.00,
506910,JAYSN DYEST ,X ,Q,62.00,65.70,62.00,65.00,65.00,62.00,21,814,52844.00,
506919,MAKERS LAB. ,X ,Q,244.95,248.90,240.00,243.70,245.00,240.00,106,5912,1442874.00,
506943,J.B.CHEMICAL,A ,Q,1480.60,1480.60,1434.65,1455.30,1465.80,1453.40,564,4148,6032584.00,
506981,BL.CHIP TEX ,X ,Q,105.95,105.95,98.10,99.60,98.10,100.15,20,893,92182.00,
507155,JAGATJIT IND,XT,Q,37.90,37.95,36.10,37.75,37.75,36.75,13,562,21158.00,
